year,numOut,numExecs,numVCs,startupHadFinancing,financingRoundNumer,cik1,cik2,cik3,cik4
2013,2,1,0,0,,1321636,,,
2014,2,1,0,1,6,1321636,,,
2015,2,1,0,1,7,1321636,,,
2016,2,1,0,0,,1321636,,,
2017,2,1,0,0,,1321636,,,
2006,0,7,0,1,1,1321655,,,
2007,0,5,0,0,,1321655,,,
2008,0,4,0,1,2,1321655,,,
2009,0,4,0,1,3,1321655,,,
2010,0,3,0,0,,1321655,,,
2011,0,3,0,1,4,1321655,,,
2012,0,3,0,1,5,1321655,,,
2013,0,3,0,1,6,1321655,,,
2014,0,3,0,1,7,1321655,,,
2015,1,3,0,1,8,1321655,,,
2016,1,2,0,1,9,1321655,,,
2017,1,2,0,0,,1321655,,,
2007,2,2,0,1,1,1321686,,,
2008,2,2,0,0,,1321686,,,
2009,2,2,0,0,,1321686,,,
2010,2,2,0,0,,1321686,,,
2011,2,2,0,0,,1321686,,,
2006,2,1,2,1,1,1321888,,,
2007,2,1,3,1,2,1321888,,,
2008,1,1,4,1,3,1321888,,,
2009,0,1,6,0,,1321888,,,
2010,1,1,8,1,4,1321888,,,
2011,1,1,8,1,5,1321888,,,
2012,1,0,5,0,,1321888,,,
2013,1,0,5,1,6,1321888,,,
2014,0,0,5,1,7,1321888,,,
2015,1,0,5,0,,1321888,,,
2016,1,0,5,1,8,1321888,,,
2017,1,0,5,0,,1321888,,,
2005,1,1,3,1,1,1322163,,,
2006,1,1,3,0,,1322163,,,
2007,1,1,3,0,,1322163,,,
2005,1,1,2,1,1,1322177,,,
2006,1,1,4,1,2,1322177,,,
2007,2,1,6,0,,1322177,,,
2008,2,1,6,1,3,1322177,,,
2009,2,1,6,0,,1322177,,,
2010,2,1,5,0,,1322177,,,
2010,0,3,1,1,1,1322465,,,
2011,0,3,1,0,,1322465,,,
2012,0,3,0,0,,1322465,,,
2006,3,1,2,1,1,1322505,,,
2007,3,1,0,0,,1322505,,,
2005,0,1,4,1,1,1322516,,,
2006,0,1,4,1,2,1322516,,,
2007,0,1,3,0,,1322516,,,
2008,0,1,3,0,,1322516,,,
2009,0,1,3,1,3,1322516,,,
2010,0,1,3,0,,1322516,,,
2005,1,2,3,1,1,1322554,,,
2006,1,2,3,1,2,1322554,,,
2007,1,2,4,1,3,1322554,,,
2008,1,2,4,1,4,1322554,,,
2009,1,1,5,0,,1322554,,,
2010,2,1,6,1,5,1322554,,,
2011,2,1,6,0,,1322554,,,
2012,2,1,6,0,,1322554,,,
2013,2,1,6,0,,1322554,,,
2014,2,1,6,1,6,1322554,,,
2015,2,1,3,0,,1322554,,,
2005,0,2,2,1,1,1322559,,,
2006,0,2,3,1,2,1322559,,,
2007,0,2,3,1,3,1322559,,,
2008,0,2,3,0,,1322559,,,
2009,0,2,2,1,4,1322559,,,
2010,1,2,2,1,5,1322559,,,
2005,1,1,2,1,1,1322585,,,
2006,1,1,2,0,,1322585,,,
2007,1,1,3,1,2,1322585,,,
2008,1,1,3,0,,1322585,,,
2009,1,1,3,0,,1322585,,,
2010,0,0,3,1,3,1322585,,,
2011,0,1,3,0,,1322585,,,
2012,0,1,3,0,,1322585,,,
2013,0,1,3,0,,1322585,,,
2014,0,2,3,1,4,1322585,,,
2015,1,2,3,1,5,1322585,,,
2016,1,2,3,0,,1322585,,,
2006,0,2,1,1,1,1322616,,,
2007,0,1,1,0,,1322616,,,
2008,1,2,2,1,2,1322616,,,
2009,1,2,3,1,3,1322616,,,
2010,1,2,3,0,,1322616,,,
2011,1,2,4,1,4,1322616,,,
2012,1,2,4,0,,1322616,,,
2013,1,2,4,0,,1322616,,,
2014,1,2,4,0,,1322616,,,
2015,1,2,4,1,5,1322616,,,
2016,1,2,4,0,,1322616,,,
2017,1,2,4,0,,1322616,,,
2005,0,1,1,1,1,1322621,,,
2006,0,1,1,0,,1322621,,,
2007,0,1,0,0,,1322621,,,
2008,0,1,0,0,,1322621,,,
2005,0,1,1,1,1,1322696,,,
2006,0,1,1,0,,1322696,,,
2007,1,1,1,1,2,1322696,,,
2008,1,1,2,0,,1322696,,,
2009,0,1,3,0,,1322696,,,
2010,0,1,2,0,,1322696,,,
2005,0,2,2,1,1,1322704,,,
2006,0,2,2,0,,1322704,,,
2007,0,2,3,1,2,1322704,,,
2008,0,2,3,0,,1322704,,,
2009,0,2,3,1,3,1322704,,,
2010,0,2,3,1,4,1322704,,,
2011,0,1,3,0,,1322704,,,
2012,0,1,3,0,,1322704,,,
2005,2,1,3,1,1,1322770,,,
2006,2,1,3,0,,1322770,,,
2007,0,1,2,0,,1322770,,,
2005,2,4,2,1,1,1322871,,,
2006,3,3,3,1,2,1322871,,,
2007,2,3,4,0,,1322871,,,
2008,3,4,4,1,3,1322871,,,
2009,3,2,3,0,,1322871,,,
2010,2,1,4,1,4,1322871,,,
2011,2,1,4,0,,1322871,,,
2012,2,1,4,0,,1322871,,,
2013,2,1,4,0,,1322871,,,
2014,2,1,5,1,5,1322871,,,
2015,2,1,5,0,,1322871,,,
2016,2,1,5,0,,1322871,,,
2017,2,1,5,0,,1322871,,,
2005,2,2,3,1,1,1322896,,,
2006,2,3,3,0,,1322896,,,
2007,1,1,0,0,,1322896,,,
2006,1,1,2,1,1,1323175,,,
2007,1,1,2,1,2,1323175,,,
2008,1,1,2,0,,1323175,,,
2009,1,2,2,1,3,1323175,,,
2010,1,2,2,0,,1323175,,,
2011,1,2,2,0,,1323175,,,
2012,1,2,3,1,4,1323175,,,
2013,1,2,3,0,,1323175,,,
2005,4,1,2,1,1,1323364,,,
2006,4,1,2,0,,1323364,,,
2005,0,1,2,1,1,1323368,,,
2006,0,1,2,1,2,1323368,,,
2007,0,1,2,0,,1323368,,,
2008,1,1,2,0,,1323368,,,
2009,1,1,0,0,,1323368,,,
2005,0,2,2,1,1,1323462,,,
2006,0,2,2,0,,1323462,,,
2007,0,2,2,0,,1323462,,,
2005,1,1,1,1,1,1323473,,,
2006,1,1,1,0,,1323473,,,
2007,1,1,1,0,,1323473,,,
2008,1,3,2,0,,1323473,,,
2009,1,3,2,1,2,1323473,,,
2010,1,2,2,1,3,1323473,,,
2011,1,2,1,0,,1323473,,,
2012,2,2,1,1,4,1323473,,,
2013,2,2,1,1,5,1323473,,,
2014,2,2,1,0,,1323473,,,
2015,2,2,1,0,,1323473,,,
2006,5,0,0,1,1,1323678,,,
2007,5,1,2,0,,1323678,,,
2008,4,1,3,1,2,1323678,,,
2009,4,1,3,0,,1323678,,,
2010,3,1,3,0,,1323678,,,
2011,3,1,3,0,,1323678,,,
2012,3,1,3,1,3,1323678,,,
2013,2,1,3,0,,1323678,,,
2014,2,1,0,0,,1323678,,,
2005,0,1,1,1,1,1323824,,,
2009,1,2,3,1,1,1323839,,,
2010,1,2,3,1,2,1323839,,,
2011,1,2,3,0,,1323839,,,
2012,1,2,0,0,,1323839,,,
2005,1,2,3,1,1,1323857,,,
2006,1,2,4,1,2,1323857,,,
2007,1,2,4,0,,1323857,,,
2008,1,3,4,1,3,1323857,,,
2009,1,2,4,0,,1323857,,,
2010,1,2,4,0,,1323857,,,
2008,1,1,4,1,1,1323889,,,
2009,0,2,4,0,,1323889,,,
2010,0,2,4,0,,1323889,,,
2005,1,2,1,1,1,1324536,,,
2006,1,1,1,1,2,1324536,,,
2007,1,1,1,0,,1324536,,,
2008,1,1,1,0,,1324536,,,
2009,2,1,1,0,,1324536,,,
2010,2,1,1,0,,1324536,,,
2011,2,1,1,0,,1324536,,,
2012,2,1,1,1,3,1324536,,,
2013,2,1,1,0,,1324536,,,
2014,2,1,0,0,,1324536,,,
2015,3,1,0,0,,1324536,,,
2016,3,1,0,0,,1324536,,,
2017,2,1,0,0,,1324536,,,
2005,0,2,2,1,1,1324716,,,
2006,0,2,2,1,2,1324716,,,
2007,0,2,3,0,,1324716,,,
2008,0,0,3,0,,1324716,,,
2009,1,3,4,1,3,1324716,,,
2010,1,2,4,0,,1324716,,,
2011,1,2,4,0,,1324716,,,
2012,1,2,5,0,,1324716,,,
2013,1,2,5,0,,1324716,,,
2014,1,2,5,1,4,1324716,,,
2015,1,2,5,0,,1324716,,,
2016,1,2,5,0,,1324716,,,
2017,1,2,5,0,,1324716,,,
2008,0,2,4,1,1,1324758,,,
2009,0,2,4,0,,1324758,,,
2010,1,1,4,1,2,1324758,,,
2011,1,1,4,0,,1324758,,,
2012,1,1,0,0,,1324758,,,
2005,1,1,2,1,1,1324772,,,
2006,1,2,2,1,2,1324772,,,
2007,1,2,2,0,,1324772,,,
2008,0,1,3,1,3,1324772,,,
2009,0,1,3,0,,1324772,,,
2010,0,1,3,1,4,1324772,,,
2011,1,1,3,1,5,1324772,,,
2012,1,1,3,1,6,1324772,,,
2013,2,1,3,1,7,1324772,,,
2014,3,1,3,1,8,1324772,,,
2015,3,1,2,0,,1324772,,,
2006,0,2,0,1,1,1324804,,,
2007,0,2,0,0,,1324804,,,
2008,0,2,0,0,,1324804,,,
2004,1,3,2,1,1,1324823,,,
2005,1,3,2,0,,1324823,,,
2006,1,3,2,1,2,1324823,,,
2007,4,2,2,1,3,1324823,,,
2008,3,1,2,0,,1324823,,,
2009,3,1,2,0,,1324823,,,
2010,3,1,2,0,,1324823,,,
2011,3,1,2,0,,1324823,,,
2012,3,1,0,0,,1324823,,,
2008,1,3,0,1,1,1325022,,,
2009,1,3,0,0,,1325022,,,
2010,2,2,1,1,2,1325022,,,
2011,2,2,2,1,3,1325022,,,
2012,2,2,2,0,,1325022,,,
2013,2,2,2,0,,1325022,,,
2014,2,2,2,0,,1325022,,,
2015,2,2,1,0,,1325022,,,
2006,0,2,3,1,1,1325102,,,
2007,0,3,4,1,2,1325102,,,
2008,0,3,4,0,,1325102,,,
2009,0,2,5,1,3,1325102,,,
2010,0,2,0,0,,1325102,,,
2005,3,3,2,1,1,1325127,,,
2006,2,4,2,1,2,1325127,,,
2007,0,2,2,0,,1325127,,,
2008,0,2,0,0,,1325127,,,
2005,0,2,2,1,1,1325269,,,
2006,0,2,2,0,,1325269,,,
2007,0,2,2,0,,1325269,,,
2005,1,2,1,1,1,1325294,,,
2006,1,2,2,1,2,1325294,,,
2007,3,2,1,1,3,1325294,,,
2008,2,2,1,0,,1325294,,,
2009,1,1,3,1,4,1325294,,,
2010,1,1,3,1,5,1325294,,,
2011,1,1,3,0,,1325294,,,
2012,1,1,3,0,,1325294,,,
2013,1,1,3,0,,1325294,,,
2005,0,3,3,1,1,1325391,,,
2006,0,3,3,0,,1325391,,,
2007,0,2,3,1,2,1325391,,,
2008,0,2,4,1,3,1325391,,,
2009,0,2,4,1,4,1325391,,,
2010,1,2,4,0,,1325391,,,
2011,1,2,4,1,5,1325391,,,
2012,1,2,1,0,,1325391,,,
2005,0,1,0,1,1,1325624,,,
2006,0,2,4,1,1,1325681,,,
2007,0,2,4,0,,1325681,,,
2008,0,1,4,0,,1325681,,,
2009,0,1,0,0,,1325681,,,
2005,1,3,3,1,1,1325693,,,
2006,1,3,3,0,,1325693,,,
2007,1,3,3,1,2,1325693,,,
2008,2,3,3,0,,1325693,,,
2009,2,3,3,1,3,1325693,,,
2010,3,3,2,0,,1325693,,,
2011,2,3,2,0,,1325693,,,
2006,2,2,1,1,1,1325768,,,
2007,2,1,1,0,,1325768,,,
2008,2,1,3,1,2,1325768,,,
2009,2,2,2,0,,1325768,,,
2010,2,2,2,0,,1325768,,,
2011,2,2,2,1,3,1325768,,,
2012,2,2,2,0,,1325768,,,
2013,2,1,2,0,,1325768,,,
2014,2,1,2,0,,1325768,,,
2015,3,1,3,0,,1325768,,,
2016,4,1,3,0,,1325768,,,
2017,5,1,3,0,,1325768,,,
2005,2,1,2,1,1,1325859,,,
2006,2,2,3,1,2,1325859,,,
2007,2,2,3,1,3,1325859,,,
2008,2,2,3,0,,1325859,,,
2009,2,2,3,0,,1325859,,,
2010,2,2,2,0,,1325859,,,
2011,2,2,3,1,4,1325859,,,
2012,3,2,3,0,,1325859,,,
2013,3,2,3,0,,1325859,,,
2014,6,2,4,1,5,1325859,,,
2015,5,1,4,0,,1325859,,,
2016,5,1,4,0,,1325859,,,
2005,0,2,2,1,1,1326179,,,
2006,0,2,3,1,2,1326179,,,
2007,0,2,3,0,,1326179,,,
2008,0,2,3,0,,1326179,,,
2009,0,2,3,0,,1326179,,,
2008,1,4,2,1,1,1326233,,,
2009,1,3,2,0,,1326233,,,
2010,1,2,2,0,,1326233,,,
2011,1,2,3,1,2,1326233,,,
2012,1,2,3,0,,1326233,,,
2013,1,2,3,1,3,1326233,,,
2014,1,2,3,0,,1326233,,,
2010,2,1,1,1,1,1326280,,,
2011,2,1,1,0,,1326280,,,
2012,2,1,1,0,,1326280,,,
2005,0,1,2,1,1,1326289,,,
2006,0,1,2,0,,1326289,,,
2007,0,2,2,1,1,1326445,,,
2008,0,3,1,0,,1326445,,,
2009,0,2,1,1,2,1326445,,,
2010,0,2,1,0,,1326445,,,
2011,0,2,1,0,,1326445,,,
2012,0,2,1,0,,1326445,,,
2013,0,2,1,0,,1326445,,,
2014,0,2,0,0,,1326445,,,
2007,1,2,0,1,1,1326606,,,
2008,1,2,0,0,,1326606,,,
2009,1,2,0,0,,1326606,,,
2010,1,2,0,0,,1326606,,,
2011,1,2,0,0,,1326606,,,
2012,1,2,0,0,,1326606,,,
2013,1,2,0,1,2,1326606,,,
2014,1,2,0,0,,1326606,,,
2015,1,2,0,0,,1326606,,,
2005,0,2,1,1,1,1326707,,,
2006,0,2,1,0,,1326707,,,
2007,1,1,1,1,2,1326707,,,
2008,1,1,3,0,,1326707,,,
2009,1,1,3,0,,1326707,,,
2010,1,1,3,0,,1326707,,,
2009,2,2,4,1,1,1326730,,,
2010,2,2,4,0,,1326730,,,
2011,2,3,4,1,2,1326730,,,
2012,3,2,5,1,3,1326730,,,
2013,3,2,5,0,,1326730,,,
2014,2,1,3,0,,1326730,,,
2015,3,1,5,1,4,1326730,,,
2016,3,1,5,0,,1326730,,,
2017,3,1,5,0,,1326730,,,
2005,1,1,1,1,1,1326748,,,
2006,2,1,2,1,2,1326748,,,
2007,2,1,2,1,3,1326748,,,
2008,2,1,2,0,,1326748,,,
2009,2,1,2,0,,1326748,,,
2010,2,1,2,1,4,1326748,,,
2011,2,1,2,0,,1326748,,,
2012,2,1,2,1,5,1326748,,,
2013,2,1,2,0,,1326748,,,
2014,2,1,3,0,,1326748,,,
2015,2,1,3,0,,1326748,,,
2016,2,1,3,0,,1326748,,,
2017,2,1,3,0,,1326748,,,
2005,0,2,2,1,1,1326801,,,
2006,0,1,3,1,2,1326801,,,
2007,0,1,3,1,3,1326801,,,
2008,0,1,4,1,4,1326801,,,
2009,0,1,5,1,5,1326801,,,
2010,0,1,5,1,6,1326801,,,
2011,2,1,4,1,7,1326801,,,
2012,2,1,3,1,8,1326801,,,
2005,0,2,2,1,1,1327078,,,
2006,0,2,2,0,,1327078,,,
2007,0,2,2,1,2,1327078,,,
2008,1,2,4,1,3,1327078,,,
2009,1,2,5,1,4,1327078,,,
2010,1,1,4,0,,1327078,,,
2011,1,1,4,1,5,1327078,,,
2012,1,1,4,0,,1327078,,,
2013,1,1,4,1,6,1327078,,,
2014,1,2,3,1,7,1327078,,,
2015,1,1,3,0,,1327078,,,
2016,1,1,2,0,,1327078,,,
2017,1,1,4,1,8,1327078,,,
2005,0,1,2,1,1,1327084,,,
2006,1,1,2,1,2,1327084,,,
2007,1,1,2,0,,1327084,,,
2008,2,1,2,1,3,1327084,,,
2009,2,1,2,0,,1327084,,,
2010,2,1,3,0,,1327084,,,
2011,2,1,3,0,,1327084,,,
2012,2,1,3,0,,1327084,,,
2013,2,1,3,0,,1327084,,,
2006,0,1,0,1,1,1327106,,,
2007,0,1,0,0,,1327106,,,
2008,0,1,0,0,,1327106,,,
2006,2,1,2,1,1,1327232,,,
2007,2,1,2,0,,1327232,,,
2008,2,1,2,0,,1327232,,,
2009,3,1,2,1,2,1327232,,,
2010,3,1,2,1,3,1327232,,,
2011,3,1,3,0,,1327232,,,
2012,3,1,3,0,,1327232,,,
2013,3,1,3,0,,1327232,,,
2014,3,1,3,0,,1327232,,,
2015,3,1,3,0,,1327232,,,
2016,3,1,0,0,,1327232,,,
2007,1,4,3,1,1,1327273,,,
2008,1,4,3,0,,1327273,,,
2009,2,3,3,1,2,1327273,,,
2010,1,2,3,1,3,1327273,,,
2011,1,2,4,1,4,1327273,,,
2012,1,2,3,0,,1327273,,,
2013,2,2,3,1,5,1327273,,,
2014,2,2,3,0,,1327273,,,
2015,2,2,2,1,6,1327273,,,
2016,3,2,2,1,7,1327273,,,
2017,3,2,2,0,,1327273,,,
2005,0,2,2,1,1,1327276,,,
2006,0,2,2,0,,1327276,,,
2007,1,2,2,1,2,1327276,,,
2008,1,2,2,0,,1327276,,,
2009,1,2,2,0,,1327276,,,
2005,5,1,3,1,1,1327290,1396990,,
2006,5,2,4,0,,1327290,1396990,,
2007,6,1,8,1,2,1327290,1396990,,
2008,5,2,9,0,,1327290,1396990,,
2009,5,3,9,0,,1327290,1396990,,
2010,5,3,9,0,,1327290,1396990,,
2011,5,3,9,0,,1327290,1396990,,
2012,5,3,9,0,,1327290,1396990,,
2013,5,3,9,0,,1327290,1396990,,
2014,5,3,1,0,,1327290,1396990,,
2005,0,1,4,1,1,1327401,,,
2006,0,1,3,0,,1327401,,,
2007,0,1,3,1,2,1327401,,,
2008,0,1,3,0,,1327401,,,
2009,0,1,3,1,3,1327401,,,
2010,0,1,3,0,,1327401,,,
2011,0,1,3,0,,1327401,,,
2012,0,1,3,0,,1327401,,,
2013,0,1,3,0,,1327401,,,
2005,2,1,2,1,1,1327489,,,
2006,2,0,2,1,2,1327489,,,
2007,2,0,2,0,,1327489,,,
2008,2,0,2,1,3,1327489,,,
2009,2,1,2,1,4,1327489,,,
2010,2,1,2,0,,1327489,,,
2011,2,1,2,0,,1327489,,,
2012,2,1,3,1,5,1327489,,,
2013,2,1,2,0,,1327489,,,
2006,1,5,2,1,1,1327515,,,
2007,1,4,2,0,,1327515,,,
2008,1,4,2,1,2,1327515,,,
2009,1,4,2,0,,1327515,,,
2010,1,4,2,0,,1327515,,,
2005,0,2,2,1,1,1327526,,,
2006,0,2,3,1,2,1327526,,,
2007,0,2,3,0,,1327526,,,
2008,0,2,3,0,,1327526,,,
2005,0,1,3,1,1,1327528,,,
2006,0,2,2,0,,1327528,,,
2007,0,2,2,0,,1327528,,,
2008,0,2,2,1,2,1327528,,,
2009,0,2,2,0,,1327528,,,
2010,0,2,3,0,,1327528,,,
2005,0,1,2,1,1,1327567,,,
2006,1,2,3,1,2,1327567,,,
2007,1,2,4,1,3,1327567,,,
2008,1,3,4,1,4,1327567,,,
2009,1,2,4,0,,1327567,,,
2010,1,1,4,0,,1327567,,,
2011,1,1,4,0,,1327567,,,
2012,1,1,4,0,,1327567,,,
2006,0,2,1,1,1,1327623,,,
2007,0,2,1,0,,1327623,,,
2008,0,2,0,0,,1327623,,,
2005,3,4,2,1,1,1327657,,,
2006,2,4,3,1,2,1327657,,,
2007,2,4,3,0,,1327657,,,
2008,2,4,4,0,,1327657,,,
2009,1,4,4,0,,1327657,,,
2010,1,4,4,1,3,1327657,,,
2011,1,4,4,0,,1327657,,,
2012,1,4,5,1,4,1327657,,,
2013,1,4,5,0,,1327657,,,
2014,1,4,5,0,,1327657,,,
2015,1,4,5,0,,1327657,,,
2016,1,4,2,0,,1327657,,,
2005,0,1,3,1,1,1327688,,,
2006,0,1,2,0,,1327688,,,
2007,0,1,3,1,2,1327688,,,
2008,0,2,3,1,3,1327688,,,
2009,1,2,3,1,4,1327688,,,
2010,1,1,3,0,,1327688,,,
2011,2,1,3,1,5,1327688,,,
2012,2,1,2,0,,1327688,,,
2013,2,1,1,0,,1327688,,,
2014,3,1,2,0,,1327688,,,
2015,4,1,2,1,6,1327688,,,
2007,0,1,3,1,1,1327807,,,
2008,0,1,3,0,,1327807,,,
2009,0,1,3,0,,1327807,,,
2010,0,1,3,0,,1327807,,,
2011,0,1,3,0,,1327807,,,
2012,0,1,3,0,,1327807,,,
2013,0,1,3,0,,1327807,,,
2014,0,1,0,0,,1327807,,,
2005,0,2,0,1,1,1327811,,,
2006,0,2,0,1,2,1327811,,,
2007,0,2,1,0,,1327811,,,
2008,0,2,1,0,,1327811,,,
2009,0,2,3,1,3,1327811,,,
2010,0,2,3,0,,1327811,,,
2011,1,3,3,1,4,1327811,,,
2012,1,3,3,0,,1327811,,,
2005,2,2,2,1,1,1327866,,,
2006,2,2,2,0,,1327866,,,
2007,2,1,2,1,2,1327866,,,
2008,2,1,2,1,3,1327866,,,
2009,2,1,2,0,,1327866,,,
2010,2,1,2,1,4,1327866,,,
2005,1,1,0,1,1,1327870,,,
2006,1,1,1,1,2,1327870,,,
2007,1,1,1,0,,1327870,,,
2008,1,1,1,0,,1327870,,,
2009,1,1,1,0,,1327870,,,
2010,1,1,1,1,3,1327870,,,
2011,1,1,1,1,4,1327870,,,
2012,2,1,1,1,5,1327870,,,
2013,2,1,2,1,6,1327870,,,
2014,2,1,2,1,7,1327870,,,
2015,2,1,3,1,8,1327870,,,
2016,2,1,3,0,,1327870,,,
2017,2,1,3,0,,1327870,,,
2005,0,2,6,1,1,1327995,,,
2006,0,2,6,1,2,1327995,,,
2007,0,2,6,0,,1327995,,,
2007,4,1,4,1,1,1328148,,,
2008,4,1,4,1,2,1328148,,,
2009,1,1,3,1,3,1328148,,,
2010,1,1,3,0,,1328148,,,
2011,1,1,3,0,,1328148,,,
2012,1,1,4,1,4,1328148,,,
2013,1,1,4,0,,1328148,,,
2014,3,1,1,1,5,1328148,,,
2015,3,1,1,0,,1328148,,,
2016,3,1,1,0,,1328148,,,
2017,3,1,1,0,,1328148,,,
2005,0,1,1,1,1,1328156,,,
2006,0,1,2,1,2,1328156,,,
2007,1,1,3,1,3,1328156,,,
2008,1,1,3,0,,1328156,,,
2009,0,1,3,1,4,1328156,,,
2010,0,1,3,0,,1328156,,,
2011,0,1,3,0,,1328156,,,
2012,0,1,3,0,,1328156,,,
2013,0,1,3,0,,1328156,,,
2014,0,1,3,0,,1328156,,,
2005,0,3,2,1,1,1328157,,,
2006,0,3,2,0,,1328157,,,
2007,0,3,2,0,,1328157,,,
2008,0,3,2,0,,1328157,,,
2009,0,3,2,0,,1328157,,,
2010,0,3,3,0,,1328157,,,
2011,0,3,2,0,,1328157,,,
2006,0,1,1,1,1,1328534,,,
2007,0,1,1,1,2,1328534,,,
2008,0,1,1,0,,1328534,,,
2009,0,1,1,0,,1328534,,,
2005,0,1,4,1,1,1328553,,,
2006,0,1,4,0,,1328553,,,
2007,0,1,4,0,,1328553,,,
2008,0,1,4,0,,1328553,,,
2007,0,2,0,1,1,1328976,,,
2008,2,1,1,1,2,1328976,,,
2009,2,1,1,1,3,1328976,,,
2010,2,1,1,0,,1328976,,,
2011,3,1,3,1,4,1328976,,,
2012,3,1,5,1,5,1328976,,,
2013,3,1,5,0,,1328976,,,
2014,3,1,1,0,,1328976,,,
2005,0,2,1,1,1,1329076,,,
2006,0,2,1,1,2,1329076,,,
2007,0,3,1,0,,1329076,,,
2008,0,2,0,0,,1329076,,,
2005,1,2,2,1,1,1329122,,,
2006,1,2,2,0,,1329122,,,
2007,1,2,2,0,,1329122,,,
2008,1,2,2,0,,1329122,,,
2009,1,2,2,0,,1329122,,,
2010,1,2,2,0,,1329122,,,
2011,1,2,2,0,,1329122,,,
2005,0,1,0,1,1,1329127,,,
2006,0,1,1,0,,1329127,,,
2007,0,1,4,1,2,1329127,,,
2008,0,1,4,0,,1329127,,,
2009,0,4,6,1,3,1329127,,,
2010,0,2,2,0,,1329127,,,
2011,2,2,2,0,,1329127,,,
2012,2,2,0,0,,1329127,,,
2005,1,2,2,1,1,1329128,,,
2006,1,2,2,0,,1329128,,,
2007,1,2,1,0,,1329128,,,
2008,2,2,3,1,2,1329128,,,
2009,3,2,4,1,3,1329128,,,
2010,3,2,4,0,,1329128,,,
2011,3,2,4,1,4,1329128,,,
2012,1,0,3,0,,1329128,,,
2013,1,0,3,0,,1329128,,,
2014,1,1,5,1,5,1329128,,,
2015,1,1,5,0,,1329128,,,
2016,0,1,1,0,,1329128,,,
2017,0,1,1,0,,1329128,,,
2005,0,2,2,1,1,1329146,,,
2006,0,4,2,1,2,1329146,,,
2007,0,2,2,0,,1329146,,,
2008,0,1,2,1,3,1329146,,,
2009,0,1,2,1,4,1329146,,,
2010,0,1,2,1,5,1329146,,,
2011,0,1,1,0,,1329146,,,
2006,1,3,2,1,1,1329254,,,
2007,1,3,2,1,2,1329254,,,
2008,1,3,2,0,,1329254,,,
2009,0,1,2,0,,1329254,,,
2010,0,1,2,0,,1329254,,,
2011,0,1,0,0,,1329254,,,
2005,2,1,2,1,1,1329270,,,
2006,3,1,2,0,,1329270,,,
2007,2,3,2,1,2,1329270,,,
2008,2,2,3,1,3,1329270,,,
2009,1,2,3,1,4,1329270,,,
2010,1,2,3,0,,1329270,,,
2011,1,2,4,1,5,1329270,,,
2012,1,2,4,0,,1329270,,,
2013,2,2,3,1,6,1329270,,,
2014,2,2,2,1,7,1329270,,,
2015,2,3,6,1,8,1329270,,,
2016,1,2,4,0,,1329270,,,
2010,0,2,0,1,1,1329338,,,
2011,0,3,1,0,,1329338,,,
2012,0,3,1,0,,1329338,,,
2013,0,3,1,0,,1329338,,,
2014,0,3,1,0,,1329338,,,
2005,1,1,4,1,1,1329473,,,
2006,1,1,4,0,,1329473,,,
2007,1,1,4,0,,1329473,,,
2008,1,0,4,1,2,1329473,,,
2009,1,1,4,1,3,1329473,,,
2010,1,1,4,1,4,1329473,,,
2011,1,1,3,0,,1329473,,,
2007,0,1,0,1,1,1329516,,,
2008,0,1,1,0,,1329516,,,
2009,0,0,1,0,,1329516,,,
2010,0,1,1,0,,1329516,,,
2011,0,1,1,0,,1329516,,,
2005,0,2,1,1,1,1329604,,,
2006,0,2,1,0,,1329604,,,
2007,0,2,1,0,,1329604,,,
2008,0,2,1,0,,1329604,,,
2009,0,2,1,0,,1329604,,,
2010,0,2,1,0,,1329604,,,
2011,0,2,0,0,,1329604,,,
2007,2,1,3,1,1,1329666,,,
2008,3,1,3,0,,1329666,,,
2009,1,1,3,0,,1329666,,,
2010,1,1,3,1,2,1329666,,,
2011,1,1,3,0,,1329666,,,
2012,0,2,0,0,,1329666,,,
2007,2,2,2,1,1,1330003,,,
2008,3,1,2,1,2,1330003,,,
2009,3,1,3,0,,1330003,,,
2010,3,1,5,1,3,1330003,,,
2011,1,1,4,1,4,1330003,,,
2012,0,1,3,1,5,1330003,,,
2013,1,1,4,1,6,1330003,,,
2014,1,1,4,0,,1330003,,,
2015,1,1,4,0,,1330003,,,
2016,1,1,2,0,,1330003,,,
2005,1,1,1,1,1,1330019,,,
2006,1,1,2,1,2,1330019,,,
2007,1,1,3,1,3,1330019,,,
2008,1,1,2,0,,1330019,,,
2005,0,1,4,1,1,1330029,,,
2006,0,1,4,1,2,1330029,,,
2007,0,2,5,0,,1330029,,,
2008,0,1,5,1,3,1330029,,,
2009,0,1,5,0,,1330029,,,
2010,0,1,5,0,,1330029,,,
2011,0,1,5,0,,1330029,,,
2012,0,1,3,0,,1330029,,,
2005,2,1,3,1,1,1330084,,,
2006,2,1,3,0,,1330084,,,
2007,1,1,3,0,,1330084,,,
2008,1,1,3,0,,1330084,,,
2005,0,2,2,1,1,1330227,,,
2006,0,2,2,1,2,1330227,,,
2007,1,2,2,0,,1330227,,,
2008,1,2,2,0,,1330227,,,
2009,1,3,3,1,3,1330227,,,
2010,0,2,1,1,4,1330227,,,
2011,0,2,1,0,,1330227,,,
2012,0,1,1,1,5,1330227,,,
2013,0,1,1,0,,1330227,,,
2014,0,1,1,0,,1330227,,,
2005,0,3,0,1,1,1330238,,,
