year,numOut,numExecs,numVCs,startupHadFinancing,financingRoundNumer,cik1,cik2,cik3,cik4
2006,0,3,0,0,,1330238,,,
2005,0,1,1,1,1,1330421,,,
2006,1,1,1,1,2,1330421,,,
2007,1,1,2,1,3,1330421,,,
2008,1,1,2,1,4,1330421,,,
2009,1,1,2,0,,1330421,,,
2010,2,1,4,1,5,1330421,,,
2011,2,1,4,0,,1330421,,,
2012,3,2,1,0,,1330421,,,
2005,2,1,0,1,1,1330436,,,
2006,3,1,1,1,2,1330436,,,
2007,3,2,2,1,3,1330436,,,
2008,4,2,3,0,,1330436,,,
2009,1,2,5,1,4,1330436,,,
2010,1,2,5,1,5,1330436,,,
2011,1,2,4,1,6,1330436,,,
2012,1,2,4,0,,1330436,,,
2013,1,2,4,0,,1330436,,,
2014,1,2,4,0,,1330436,,,
2015,1,1,4,0,,1330436,,,
2016,1,1,4,0,,1330436,,,
2017,1,1,4,0,,1330436,,,
2005,2,2,2,1,1,1330455,,,
2006,1,1,2,0,,1330455,,,
2007,1,1,1,0,,1330455,,,
2008,1,1,1,0,,1330455,,,
2009,1,1,2,1,2,1330455,,,
2010,1,1,1,0,,1330455,,,
2008,0,0,0,1,1,1330544,,,
2009,0,2,0,1,2,1330544,,,
2010,0,2,0,0,,1330544,,,
2011,0,2,0,1,3,1330544,,,
2012,0,2,0,1,4,1330544,,,
2013,0,2,0,0,,1330544,,,
2014,0,2,1,1,5,1330544,,,
2015,0,2,1,0,,1330544,,,
2016,0,2,1,0,,1330544,,,
2005,1,1,0,1,1,1330645,,,
2006,2,1,2,1,2,1330645,,,
2007,2,1,2,0,,1330645,,,
2008,2,1,2,0,,1330645,,,
2009,2,1,2,0,,1330645,,,
2010,2,1,2,0,,1330645,,,
2011,2,1,2,0,,1330645,,,
2005,0,2,1,1,1,1330679,,,
2006,0,2,1,0,,1330679,,,
2007,0,2,1,0,,1330679,,,
2006,1,2,0,1,1,1330717,,,
2007,1,2,2,1,2,1330717,,,
2008,1,2,3,1,3,1330717,,,
2009,1,2,3,0,,1330717,,,
2010,1,2,3,1,4,1330717,,,
2011,1,2,3,0,,1330717,,,
2012,1,1,4,1,5,1330717,,,
2013,1,1,4,1,6,1330717,,,
2014,1,1,4,1,7,1330717,,,
2015,1,1,4,0,,1330717,,,
2016,1,1,4,0,,1330717,,,
2005,0,3,2,1,1,1331012,,,
2006,0,3,2,0,,1331012,,,
2007,0,3,2,0,,1331012,,,
2006,1,1,3,1,1,1331017,,,
2007,0,1,4,1,2,1331017,,,
2008,0,0,4,0,,1331017,,,
2009,0,1,4,1,3,1331017,,,
2010,1,1,5,1,4,1331017,,,
2011,1,1,5,0,,1331017,,,
2012,1,1,5,0,,1331017,,,
2013,1,1,5,0,,1331017,,,
2014,1,1,5,1,5,1331017,,,
2015,1,1,5,0,,1331017,,,
2016,1,1,5,0,,1331017,,,
2017,1,1,5,1,6,1331017,,,
2006,0,2,0,1,1,1331028,,,
2007,0,2,0,0,,1331028,,,
2008,0,2,0,0,,1331028,,,
2009,0,2,0,0,,1331028,,,
2010,0,2,0,0,,1331028,,,
2005,0,1,1,1,1,1331094,,,
2006,0,1,3,0,,1331094,,,
2007,0,1,3,0,,1331094,,,
2008,0,1,3,1,2,1331094,,,
2009,0,2,2,1,3,1331094,,,
2010,0,1,2,0,,1331094,,,
2005,0,2,3,1,1,1331270,,,
2006,0,2,3,1,2,1331270,,,
2007,0,2,3,0,,1331270,,,
2008,0,2,3,0,,1331270,,,
2009,0,1,1,0,,1331270,,,
2010,0,2,2,0,,1331270,,,
2011,0,2,0,1,3,1331270,,,
2005,0,2,1,1,1,1331320,,,
2006,0,1,1,1,2,1331320,,,
2007,0,1,2,0,,1331320,,,
2008,0,1,1,0,,1331320,,,
2006,1,2,2,1,1,1331350,,,
2007,1,2,2,0,,1331350,,,
2008,1,2,2,1,2,1331350,,,
2009,1,2,2,0,,1331350,,,
2010,3,2,2,1,3,1331350,,,
2011,2,1,2,0,,1331350,,,
2012,2,1,2,0,,1331350,,,
2013,2,1,2,0,,1331350,,,
2005,0,2,1,1,1,1331516,,,
2006,0,2,1,0,,1331516,,,
2007,0,2,1,1,2,1331516,,,
2008,0,2,1,0,,1331516,,,
2009,0,2,0,1,3,1331516,,,
2010,0,2,0,1,4,1331516,,,
2011,0,3,0,1,5,1331516,,,
2012,1,3,1,1,6,1331516,,,
2013,1,3,1,0,,1331516,,,
2014,1,3,1,0,,1331516,,,
2015,2,1,1,1,7,1331516,,,
2016,2,1,1,0,,1331516,,,
2017,2,1,1,0,,1331516,,,
2005,1,3,2,1,1,1331539,,,
2006,1,3,2,0,,1331539,,,
2007,1,3,3,1,2,1331539,,,
2008,1,3,3,1,3,1331539,,,
2009,1,3,3,1,4,1331539,,,
2010,1,0,2,0,,1331539,,,
2011,1,0,2,0,,1331539,,,
2012,2,2,2,1,5,1331539,,,
2013,2,2,2,0,,1331539,,,
2014,2,2,2,1,6,1331539,,,
2015,2,2,1,0,,1331539,,,
2007,1,1,2,1,1,1331840,,,
2008,1,2,2,0,,1331840,,,
2009,1,2,3,0,,1331840,,,
2010,1,1,3,1,2,1331840,,,
2011,1,1,3,0,,1331840,,,
2012,1,1,3,0,,1331840,,,
2013,1,1,3,0,,1331840,,,
2014,1,1,3,0,,1331840,,,
2015,1,1,5,1,3,1331840,,,
2016,1,1,5,0,,1331840,,,
2017,1,1,5,0,,1331840,,,
2005,0,2,3,1,1,1331886,,,
2006,0,2,3,0,,1331886,,,
2007,0,2,3,0,,1331886,,,
2008,0,2,3,0,,1331886,,,
2009,0,2,3,0,,1331886,,,
2010,0,2,3,1,2,1331886,,,
2011,0,2,3,0,,1331886,,,
2012,0,2,4,1,3,1331886,,,
2013,0,2,4,0,,1331886,,,
2014,0,2,4,0,,1331886,,,
2005,2,0,3,1,1,1332074,,,
2006,2,0,3,0,,1332074,,,
2007,5,2,2,1,2,1332074,,,
2008,3,1,5,0,,1332074,,,
2009,2,1,5,1,3,1332074,,,
2010,2,1,5,0,,1332074,,,
2011,2,1,5,0,,1332074,,,
2012,2,1,5,1,4,1332074,,,
2013,2,1,5,0,,1332074,,,
2014,2,1,3,0,,1332074,,,
2005,1,1,1,1,1,1332282,,,
2006,1,1,1,0,,1332282,,,
2007,1,1,1,0,,1332282,,,
2008,1,1,1,0,,1332282,,,
2009,1,1,1,0,,1332282,,,
2010,1,1,1,0,,1332282,,,
2011,1,1,1,0,,1332282,,,
2005,0,2,2,1,1,1332302,,,
2006,1,3,2,1,2,1332302,,,
2007,1,3,2,0,,1332302,,,
2008,1,2,2,0,,1332302,,,
2009,1,2,2,0,,1332302,,,
2010,1,2,0,0,,1332302,,,
2009,0,1,0,1,1,1332328,,,
2010,0,1,0,1,2,1332328,,,
2011,2,2,2,0,,1332328,,,
2012,2,2,4,1,3,1332328,,,
2013,2,2,4,0,,1332328,,,
2014,2,2,4,1,4,1332328,,,
2015,2,2,4,0,,1332328,,,
2016,2,2,2,0,,1332328,,,
2005,2,1,1,1,1,1332344,,,
2006,2,1,3,0,,1332344,,,
2007,2,1,3,1,2,1332344,,,
2008,2,1,4,1,3,1332344,,,
2009,2,1,3,1,4,1332344,,,
2010,0,0,3,1,5,1332344,,,
2011,0,0,3,0,,1332344,,,
2012,0,0,3,0,,1332344,,,
2013,0,1,3,0,,1332344,,,
2014,0,1,4,1,6,1332344,,,
2015,0,1,4,0,,1332344,,,
2016,0,1,4,0,,1332344,,,
2017,0,1,2,0,,1332344,,,
2005,2,2,3,1,1,1332413,,,
2006,2,2,3,0,,1332413,,,
2007,2,2,2,1,2,1332413,,,
2008,1,2,2,0,,1332413,,,
2009,1,2,3,1,3,1332413,,,
2010,0,1,2,1,4,1332413,,,
2011,0,1,2,0,,1332413,,,
2012,0,1,2,1,5,1332413,,,
2013,0,1,2,0,,1332413,,,
2014,0,1,2,0,,1332413,,,
2005,0,2,3,1,1,1332538,,,
2006,0,2,3,0,,1332538,,,
2007,0,1,3,0,,1332538,,,
2008,0,1,3,1,2,1332538,,,
2009,0,1,3,0,,1332538,,,
2010,0,1,3,0,,1332538,,,
2005,0,3,0,1,1,1332670,,,
2006,0,3,2,1,2,1332670,,,
2007,0,2,2,0,,1332670,,,
2008,0,2,3,1,3,1332670,,,
2009,0,2,3,0,,1332670,,,
2010,0,2,3,0,,1332670,,,
2011,0,2,3,0,,1332670,,,
2012,0,2,3,0,,1332670,,,
2013,0,2,3,0,,1332670,,,
2014,0,2,3,0,,1332670,,,
2015,0,2,3,0,,1332670,,,
2016,0,2,0,0,,1332670,,,
2005,1,2,2,1,1,1332677,,,
2006,1,2,2,0,,1332677,,,
2007,1,2,2,0,,1332677,,,
2008,1,2,1,1,2,1332677,,,
2005,1,1,6,1,1,1332849,,,
2006,1,1,5,0,,1332849,,,
2007,1,1,0,0,,1332849,,,
2005,0,2,0,1,1,1332851,,,
2006,0,2,0,0,,1332851,,,
2007,0,1,2,0,,1332851,,,
2008,1,2,3,1,2,1332851,,,
2009,1,2,3,0,,1332851,,,
2010,1,1,4,1,3,1332851,,,
2011,1,1,4,1,4,1332851,,,
2012,1,1,4,0,,1332851,,,
2013,2,1,4,1,5,1332851,,,
2014,2,1,4,0,,1332851,,,
2015,2,1,4,1,6,1332851,,,
2016,2,1,5,1,7,1332851,,,
2017,2,1,5,0,,1332851,,,
2005,0,3,2,1,1,1332874,,,
2006,0,4,2,1,2,1332874,,,
2007,0,3,2,0,,1332874,,,
2008,0,2,2,0,,1332874,,,
2009,0,1,2,0,,1332874,,,
2010,0,1,0,0,,1332874,,,
2010,1,3,1,1,1,1332923,,,
2011,1,3,1,0,,1332923,,,
2012,1,3,1,0,,1332923,,,
2009,0,3,3,1,1,1333007,,,
2010,0,2,3,0,,1333007,,,
2011,1,2,4,1,2,1333007,,,
2012,1,2,4,0,,1333007,,,
2013,1,2,4,1,3,1333007,,,
2014,1,2,4,0,,1333007,,,
2015,1,2,4,0,,1333007,,,
2005,0,2,0,1,1,1333008,,,
2006,0,2,0,1,2,1333008,,,
2007,0,2,0,0,,1333008,,,
2008,0,2,0,0,,1333008,,,
2009,0,2,0,1,3,1333008,,,
2005,0,2,2,1,1,1333083,,,
2006,0,2,2,1,2,1333083,,,
2007,0,2,3,1,3,1333083,,,
2008,0,2,3,0,,1333083,,,
2009,1,2,3,1,4,1333083,,,
2010,1,2,2,0,,1333083,,,
2011,1,1,5,0,,1333083,,,
2012,1,1,5,0,,1333083,,,
2013,0,1,5,1,5,1333083,,,
2014,0,0,5,0,,1333083,,,
2015,0,0,5,0,,1333083,,,
2016,0,0,5,0,,1333083,,,
2007,0,4,0,1,1,1333085,,,
2008,1,4,1,0,,1333085,,,
2009,1,3,1,1,2,1333085,,,
2010,1,3,1,0,,1333085,,,
2011,1,3,1,0,,1333085,,,
2012,1,3,1,1,3,1333085,,,
2013,1,3,1,0,,1333085,,,
2014,1,3,0,0,,1333085,,,
2015,1,3,0,0,,1333085,,,
2016,1,3,0,0,,1333085,,,
2017,1,3,0,0,,1333085,,,
2006,1,2,1,1,1,1333087,,,
2007,1,2,1,1,2,1333087,,,
2008,2,2,1,1,3,1333087,,,
2009,3,2,0,1,4,1333087,,,
2010,3,2,0,0,,1333087,,,
2011,3,2,0,1,5,1333087,,,
2012,3,2,0,0,,1333087,,,
2013,3,2,0,0,,1333087,,,
2014,3,2,0,0,,1333087,,,
2015,3,2,0,0,,1333087,,,
2016,3,2,0,0,,1333087,,,
2017,3,2,0,0,,1333087,,,
2005,0,2,1,1,1,1333241,,,
2006,0,2,1,0,,1333241,,,
2007,0,2,1,1,2,1333241,,,
2008,0,0,2,0,,1333241,,,
2009,0,0,3,1,3,1333241,,,
2010,0,0,3,1,4,1333241,,,
2011,0,0,3,1,5,1333241,,,
2012,0,0,3,0,,1333241,,,
2007,1,1,2,1,1,1333246,,,
2008,1,1,2,1,2,1333246,,,
2009,1,1,2,0,,1333246,,,
2010,1,1,2,0,,1333246,,,
2011,1,1,0,0,,1333246,,,
2006,0,2,0,1,1,1333252,,,
2007,1,1,2,0,,1333252,,,
2008,1,1,2,0,,1333252,,,
2009,1,1,2,0,,1333252,,,
2010,2,1,2,1,2,1333252,,,
2011,2,1,2,0,,1333252,,,
2012,2,1,2,0,,1333252,,,
2013,2,1,1,1,3,1333252,,,
2014,0,0,1,0,,1333252,,,
2015,0,0,1,0,,1333252,,,
2016,0,1,5,1,4,1333252,,,
2017,0,1,4,1,5,1333252,,,
2005,0,2,1,1,1,1333391,,,
2006,1,2,2,1,2,1333391,,,
2007,1,2,2,0,,1333391,,,
2008,1,5,2,1,3,1333391,,,
2009,2,5,2,1,4,1333391,,,
2010,1,3,2,0,,1333391,,,
2011,1,3,2,0,,1333391,,,
2012,1,3,2,0,,1333391,,,
2013,1,3,2,0,,1333391,,,
2014,1,3,1,0,,1333391,,,
2005,0,2,2,1,1,1333431,,,
2006,0,2,2,1,2,1333431,,,
2007,0,1,2,1,3,1333431,,,
2008,0,1,2,0,,1333431,,,
2005,0,2,0,1,1,1333623,,,
2006,0,2,0,0,,1333623,,,
2008,1,1,2,1,1,1333714,,,
2009,1,1,2,0,,1333714,,,
2010,1,1,2,1,2,1333714,,,
2011,1,1,2,0,,1333714,,,
2006,0,3,0,1,1,1333719,,,
2007,0,3,0,0,,1333719,,,
2008,0,5,1,0,,1333719,,,
2009,0,5,1,0,,1333719,,,
2010,0,5,1,0,,1333719,,,
2011,0,5,1,0,,1333719,,,
2012,0,5,1,0,,1333719,,,
2009,0,2,0,1,1,1333835,,,
2010,0,3,2,1,2,1333835,,,
2011,0,3,2,0,,1333835,,,
2012,1,3,2,0,,1333835,,,
2013,1,3,1,0,,1333835,,,
2014,1,3,1,0,,1333835,,,
2015,1,3,1,0,,1333835,,,
2016,1,3,1,0,,1333835,,,
2017,1,3,1,0,,1333835,,,
2008,1,3,0,1,1,1333997,,,
2009,1,3,0,0,,1333997,,,
2010,1,3,0,1,2,1333997,,,
2011,1,3,0,0,,1333997,,,
2012,1,3,0,0,,1333997,,,
2013,0,3,0,0,,1333997,,,
2014,0,3,1,1,3,1333997,,,
2015,1,3,1,0,,1333997,,,
2016,1,2,3,1,4,1333997,,,
2017,0,1,3,0,,1333997,,,
2005,0,1,1,1,1,1334026,,,
2006,0,1,1,0,,1334026,,,
2007,0,1,1,0,,1334026,,,
2006,0,2,2,1,1,1334090,,,
2007,1,2,2,0,,1334090,,,
2008,1,2,3,1,2,1334090,,,
2009,1,1,3,1,3,1334090,,,
2010,1,1,3,0,,1334090,,,
2006,2,2,1,1,1,1334102,,,
2007,2,2,1,0,,1334102,,,
2008,2,1,2,1,2,1334102,,,
2009,4,1,2,1,3,1334102,,,
2010,2,1,3,1,4,1334102,,,
2011,2,1,3,0,,1334102,,,
2012,2,1,3,0,,1334102,,,
2005,1,1,1,1,1,1334112,,,
2006,1,1,1,1,2,1334112,,,
2007,1,1,1,0,,1334112,,,
2008,1,1,1,0,,1334112,,,
2009,1,1,1,0,,1334112,,,
2005,1,2,4,1,1,1334135,,,
2006,1,2,5,1,2,1334135,,,
2007,0,2,1,0,,1334135,,,
2005,2,1,1,1,1,1334203,,,
2006,3,1,1,1,2,1334203,,,
2007,3,1,2,1,3,1334203,,,
2008,3,1,2,1,4,1334203,,,
2009,3,1,3,1,5,1334203,,,
2010,3,1,3,1,6,1334203,,,
2011,2,2,3,0,,1334203,,,
2012,2,3,3,0,,1334203,,,
2013,2,2,3,1,7,1334203,,,
2014,2,2,3,0,,1334203,,,
2015,2,2,3,0,,1334203,,,
2016,2,2,3,0,,1334203,,,
2017,2,2,3,0,,1334203,,,
2005,0,1,1,1,1,1334217,,,
2006,0,1,2,0,,1334217,,,
2007,0,1,2,1,2,1334217,,,
2008,0,1,3,1,3,1334217,,,
2009,0,1,3,0,,1334217,,,
2010,0,1,3,1,4,1334217,,,
2011,0,1,2,0,,1334217,,,
2012,0,1,0,1,1,1334252,,,
2013,0,1,0,0,,1334252,,,
2014,0,1,0,0,,1334252,,,
2015,0,1,0,1,2,1334252,,,
2016,0,1,0,0,,1334252,,,
2017,0,1,0,0,,1334252,,,
2015,1,1,4,1,1,1334381,,,
2016,1,1,4,0,,1334381,,,
2017,1,1,4,1,2,1334381,,,
2005,0,1,2,1,1,1334514,,,
2006,0,1,3,0,,1334514,,,
2007,0,1,3,0,,1334514,,,
2008,0,0,3,0,,1334514,,,
2009,0,1,3,0,,1334514,,,
2010,0,1,3,0,,1334514,,,
2011,0,1,3,0,,1334514,,,
2012,0,1,3,0,,1334514,,,
2013,2,1,3,1,2,1334514,,,
2014,2,1,3,0,,1334514,,,
2015,2,1,3,0,,1334514,,,
2005,0,2,2,1,1,1334625,,,
2006,0,2,2,1,2,1334625,,,
2007,0,2,2,0,,1334625,,,
2008,1,2,2,1,3,1334625,,,
2009,1,2,2,0,,1334625,,,
2010,3,2,2,1,4,1334625,,,
2011,3,2,2,0,,1334625,,,
2012,3,2,2,0,,1334625,,,
2005,0,4,2,1,1,1334775,,,
2006,0,4,3,1,2,1334775,,,
2007,0,2,3,0,,1334775,,,
2008,4,2,4,1,3,1334775,,,
2009,4,2,4,1,4,1334775,,,
2010,4,2,4,0,,1334775,,,
2011,4,2,4,1,5,1334775,,,
2012,6,2,3,1,6,1334775,,,
2013,6,2,3,0,,1334775,,,
2005,2,2,3,1,1,1334814,,,
2006,2,2,3,1,2,1334814,,,
2007,2,2,3,1,3,1334814,,,
2008,2,2,3,0,,1334814,,,
2009,2,2,3,0,,1334814,,,
2010,2,2,3,0,,1334814,,,
2011,2,3,1,0,,1334814,,,
2006,1,1,4,1,1,1334840,,,
2007,1,1,4,0,,1334840,,,
2008,1,1,4,0,,1334840,,,
2009,1,1,4,0,,1334840,,,
2010,1,1,4,0,,1334840,,,
2011,1,1,4,0,,1334840,,,
2012,1,1,4,0,,1334840,,,
2013,1,1,4,0,,1334840,,,
2014,1,1,0,0,,1334840,,,
2006,0,1,0,1,1,1334859,,,
2007,0,1,0,0,,1334859,,,
2008,0,1,0,0,,1334859,,,
2009,0,1,0,0,,1334859,,,
2010,0,1,0,0,,1334859,,,
2011,0,1,0,0,,1334859,,,
2012,0,1,0,0,,1334859,,,
2013,0,1,0,0,,1334859,,,
2005,0,1,1,1,1,1334931,,,
2006,0,1,1,0,,1334931,,,
2007,0,1,1,0,,1334931,,,
2005,0,3,3,1,1,1334972,,,
2006,0,3,3,1,2,1334972,,,
2007,1,2,7,1,3,1334972,,,
2008,1,2,7,1,4,1334972,,,
2009,1,2,8,1,5,1334972,,,
2010,1,2,8,0,,1334972,,,
2011,1,2,9,0,,1334972,,,
2012,1,2,9,1,6,1334972,,,
2013,1,2,9,0,,1334972,,,
2014,1,2,9,0,,1334972,,,
2015,1,2,9,0,,1334972,,,
2016,1,2,9,0,,1334972,,,
2005,0,2,3,1,1,1335173,,,
2006,1,2,3,0,,1335173,,,
2007,1,3,2,1,2,1335173,,,
2008,1,3,2,1,3,1335173,,,
2009,1,2,2,0,,1335173,,,
2010,1,3,2,1,4,1335173,,,
2011,1,3,2,0,,1335173,,,
2012,0,2,3,1,5,1335173,,,
2013,0,1,3,0,,1335173,,,
2014,0,1,3,0,,1335173,,,
2015,0,1,3,0,,1335173,,,
2008,3,2,0,1,1,1335188,,,
2009,3,2,0,0,,1335188,,,
2010,3,2,0,0,,1335188,,,
2007,0,1,4,1,1,1335685,,,
2008,0,1,4,0,,1335685,,,
2009,0,1,0,0,,1335685,,,
2005,0,3,2,1,1,1335693,,,
2006,0,3,3,1,2,1335693,,,
2007,0,3,3,0,,1335693,,,
2008,0,2,3,1,3,1335693,,,
2009,0,2,3,0,,1335693,,,
2010,0,1,4,1,4,1335693,,,
2011,0,1,4,1,5,1335693,,,
2012,0,1,1,0,,1335693,,,
2006,1,2,1,1,1,1335756,,,
2007,1,2,3,0,,1335756,,,
2008,1,2,3,0,,1335756,,,
2009,1,2,3,0,,1335756,,,
2010,1,2,3,1,2,1335756,,,
2011,1,2,3,1,3,1335756,,,
2012,1,2,3,0,,1335756,,,
2013,0,0,3,0,,1335756,,,
2014,1,1,3,1,4,1335756,,,
2015,1,1,3,0,,1335756,,,
2005,1,1,3,1,1,1335986,,,
2006,1,1,1,0,,1335986,,,
2007,1,1,3,1,2,1335986,,,
2008,2,1,4,1,3,1335986,,,
2009,1,1,4,1,4,1335986,,,
2010,1,1,4,1,5,1335986,,,
2011,1,1,4,0,,1335986,,,
2012,1,1,4,0,,1335986,,,
2013,1,1,4,0,,1335986,,,
2014,1,1,4,0,,1335986,,,
2006,0,0,1,1,1,1336005,,,
2007,0,1,1,0,,1336005,,,
2008,0,1,1,0,,1336005,,,
2009,0,0,1,1,2,1336005,,,
2010,0,0,1,0,,1336005,,,
2011,0,0,2,1,3,1336005,,,
2012,0,0,2,0,,1336005,,,
2005,0,3,1,1,1,1336030,,,
2006,0,3,1,0,,1336030,,,
2007,0,2,1,1,2,1336030,,,
2008,0,2,1,0,,1336030,,,
2009,0,2,1,0,,1336030,,,
2010,0,2,1,0,,1336030,,,
2011,0,2,1,0,,1336030,,,
2012,0,2,1,0,,1336030,,,
2013,0,2,1,1,3,1336030,,,
2014,0,2,1,0,,1336030,,,
2015,0,2,1,0,,1336030,,,
2005,0,1,3,1,1,1336031,,,
2006,0,1,4,0,,1336031,,,
2007,0,1,4,1,2,1336031,,,
2008,0,1,4,0,,1336031,,,
2009,0,1,4,0,,1336031,,,
2010,0,1,4,0,,1336031,,,
2011,0,1,5,0,,1336031,,,
2009,0,1,1,1,1,1336053,,,
2010,0,1,1,0,,1336053,,,
2011,0,1,1,0,,1336053,,,
2012,0,1,1,0,,1336053,,,
2013,0,1,1,0,,1336053,,,
2005,0,1,0,1,1,1336131,,,
2006,0,1,1,0,,1336131,,,
2007,0,2,2,1,2,1336131,,,
2008,0,2,2,0,,1336131,,,
2009,0,2,3,1,3,1336131,,,
2010,0,2,3,0,,1336131,,,
2011,0,2,3,1,4,1336131,,,
2012,0,2,3,0,,1336131,,,
2013,0,2,3,0,,1336131,,,
2014,0,2,3,1,5,1336131,,,
2007,0,1,1,1,1,1336185,,,
2008,0,1,1,0,,1336185,,,
2009,2,1,2,0,,1336185,,,
2010,2,1,2,0,,1336185,,,
2011,2,1,3,1,2,1336185,,,
2012,3,1,4,1,3,1336185,,,
2013,3,1,4,0,,1336185,,,
2014,4,1,3,0,,1336185,,,
2015,3,1,4,1,4,1336185,,,
2016,3,1,4,1,5,1336185,,,
2017,4,2,3,0,,1336185,,,
2006,0,2,4,1,1,1336192,,,
2007,0,2,5,0,,1336192,,,
2008,0,2,5,0,,1336192,,,
2009,0,2,0,0,,1336192,,,
2005,0,1,2,1,1,1336220,,,
2006,0,1,2,0,,1336220,,,
2007,1,2,3,0,,1336220,,,
2008,1,2,3,0,,1336220,,,
2005,0,2,2,1,1,1336224,,,
2006,0,2,2,0,,1336224,,,
2007,0,2,2,0,,1336224,,,
2008,0,2,2,0,,1336224,,,
2009,0,2,2,0,,1336224,,,
2010,0,2,2,0,,1336224,,,
2011,0,2,2,0,,1336224,,,
2012,0,2,2,0,,1336224,,,
2007,1,3,3,1,1,1336360,,,
2008,1,3,3,0,,1336360,,,
2009,1,2,3,0,,1336360,,,
2010,1,3,3,1,2,1336360,,,
2011,1,3,3,0,,1336360,,,
2012,1,3,3,0,,1336360,,,
2013,1,2,3,0,,1336360,,,
2014,1,2,3,1,3,1336360,,,
2015,3,1,1,0,,1336360,,,
2016,3,2,1,0,,1336360,,,
2017,3,2,1,1,4,1336360,,,
2007,1,1,2,1,1,1336396,,,
2008,1,1,2,0,,1336396,,,
2009,1,1,2,1,2,1336396,,,
2010,1,1,2,0,,1336396,,,
2011,1,1,2,0,,1336396,,,
2012,1,2,4,1,3,1336396,,,
2013,1,2,5,1,4,1336396,,,
2014,1,2,5,0,,1336396,,,
2015,0,1,6,0,,1336396,,,
2016,0,1,8,1,5,1336396,,,
2017,0,1,8,0,,1336396,,,
2006,1,0,2,1,1,1336454,,,
2007,1,1,2,0,,1336454,,,
2008,1,1,2,0,,1336454,,,
2009,1,1,2,0,,1336454,,,
2010,1,1,2,0,,1336454,,,
2011,1,1,0,0,,1336454,,,
2005,1,2,2,1,1,1336554,,,
2006,1,2,2,0,,1336554,,,
2007,1,2,2,0,,1336554,,,
2008,1,2,2,0,,1336554,,,
2009,1,2,2,0,,1336554,,,
2010,1,2,2,0,,1336554,,,
2011,1,2,2,0,,1336554,,,
2012,1,2,0,0,,1336554,,,
2005,0,1,3,1,1,1336564,,,
2006,0,1,3,0,,1336564,,,
2007,0,1,2,0,,1336564,,,
2007,0,2,2,1,1,1336575,,,
2008,0,2,2,1,2,1336575,,,
2009,0,2,1,0,,1336575,,,
2010,0,2,0,1,3,1336575,,,
2005,0,1,0,1,1,1336674,,,
2006,0,2,0,0,,1336674,,,
2007,0,1,2,1,2,1336674,,,
2008,0,1,2,0,,1336674,,,
2009,1,1,5,1,3,1336674,,,
2010,1,1,5,0,,1336674,,,
2011,1,1,5,0,,1336674,,,
2012,1,1,5,1,4,1336674,,,
2013,1,1,6,0,,1336674,,,
2014,1,1,9,1,5,1336674,,,
2015,1,1,10,0,,1336674,,,
2016,1,1,11,1,6,1336674,,,
2017,1,1,11,0,,1336674,,,
2005,0,2,2,1,1,1336688,,,
2006,0,2,3,1,2,1336688,,,
2007,0,2,3,0,,1336688,,,
2008,0,2,3,1,3,1336688,,,
2009,0,2,2,0,,1336688,,,
2010,0,0,2,0,,1336688,,,
2011,0,0,2,1,4,1336688,,,
2012,0,0,3,1,5,1336688,,,
2013,0,1,3,0,,1336688,,,
2014,0,1,3,0,,1336688,,,
2015,0,1,3,1,6,1336688,,,
2016,0,1,3,0,,1336688,,,
2017,0,1,3,0,,1336688,,,
2008,3,2,3,1,1,1336705,,,
2009,3,2,3,0,,1336705,,,
2010,3,2,3,0,,1336705,,,
2011,3,2,3,0,,1336705,,,
2012,3,3,4,1,2,1336705,,,
2013,3,3,3,1,3,1336705,,,
2014,3,2,3,1,4,1336705,,,
2015,4,2,4,1,5,1336705,,,
2005,0,2,2,1,1,1336710,,,
2006,1,2,2,0,,1336710,,,
2007,1,2,3,1,2,1336710,,,
2008,1,2,3,0,,1336710,,,
2009,1,2,3,1,3,1336710,,,
2010,1,2,3,0,,1336710,,,
2005,0,2,3,1,1,1336732,,,
2006,0,2,3,0,,1336732,,,
2007,0,2,0,0,,1336732,,,
2005,0,1,1,1,1,1337047,,,
2006,0,1,2,0,,1337047,,,
2007,0,1,0,0,,1337047,,,
2006,0,3,0,1,1,1337104,,,
2007,0,2,0,0,,1337104,,,
2008,0,2,0,0,,1337104,,,
2005,0,1,3,1,1,1337110,,,
2006,0,1,3,1,2,1337110,,,
2007,0,1,3,1,3,1337110,,,
2008,0,2,3,0,,1337110,,,
2009,0,2,3,0,,1337110,,,
2010,0,2,3,0,,1337110,,,
2011,0,2,3,0,,1337110,,,
2012,0,2,3,0,,1337110,,,
2013,0,2,3,1,4,1337110,,,
2014,0,2,3,0,,1337110,,,
2015,0,2,3,1,5,1337110,,,
2016,0,2,3,0,,1337110,,,
2017,0,2,3,1,6,1337110,,,
2005,1,1,2,1,1,1337295,,,
2006,1,1,2,0,,1337295,,,
2007,1,1,2,1,2,1337295,,,
2008,1,1,2,0,,1337295,,,
2009,1,1,2,0,,1337295,,,
2010,1,1,2,0,,1337295,,,
2011,1,1,2,0,,1337295,,,
2012,1,1,0,0,,1337295,,,
2006,3,2,2,1,1,1337350,,,
2007,3,2,3,0,,1337350,,,
2008,2,1,3,1,2,1337350,,,
2009,2,1,5,0,,1337350,,,
2010,2,1,4,0,,1337350,,,
2011,2,1,1,0,,1337350,,,
2006,1,2,0,1,1,1337425,,,
